cid,text,time,author,channel,votes,time_parsed
UgwQOP0B-tFKfLeWast4AaABAg.9ObwsHFr0AF9OddkUaaxHW,"Saying it's the ""same"" was a generalisation that there isn't a major performance or resilience compromise by going HCI, but in practice it depends on your design and application requirements. In some scenarios your statements about HCI being faster would be true. In other scenarios a 3-tier infrastructure would outperform HCI. Some examples that spring to mind... Shared storage allows for more drives working together, which means more IOPS. A dedicated storage tier allows for more high-speed RAM caching than HCI where the RAM is primarily allocated to running virtual machines. Most host failures in a 3-tier infrastructure wouldn't actually incur a storage rebuild as compute nodes aren't shared with storage nodes and tend to outnumber them - so the rebuild time is more likely to be zero. IMO it really depends on the application requirements, budget, and design used as to which topology would come out on top in a particular situation.",3 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,3,1647553061.626924
Ugz7lpSPPDEqhCoyddV4AaABAg.9NSHSAYjYg09NSXVlya2zx,"Thanks 🙂
Yes, those moments when you get to peer behind the curtain of ""simplicity"" and see what's actually going on behind the scenes can be... interesting...",3 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1647553061.827348
UgwF1HQEQeCncglAOAp4AaABAg.9LlzuDdapGb9LmvssC0skX,Thanks 🙂,3 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1647553062.007905
UgzqPQcufoyDCPzKXuF4AaABAg.9LTfjut6u--9LTjSnw6q_9,Thanks 🙂,3 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1647553062.192845
UgzQtNfEglesBwm8_7V4AaABAg.9Jt8ODwY-T19Ju2Op1XGRm,Thanks Bobby,4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1616017062.369817
Ugxt9kzAIJ2UZhWBVxZ4AaABAg,"Awesome video, thanks! Great to meet a fellow enterprise tech enthusiast. 😊 Subscribed.",4 years ago,@TechEnthusiastInc,UChnNmTlFnOYO0QgS-C_JGyw,1,1616017062.617138
UgzA-dVNkR_4jn_c0ux4AaABAg,"Thank you, you are the only one who talks about the drawbacks, all the vendors only talk about benefits",4 years ago,@georgesmith3022,UChnAp8Ykd__Z2OTQM0fS_yg,16,1616017062.619242
UgymRZvgSBNDLNv5FHp4AaABAg,This was perfect. All key points touched without too much complexity.,4 years ago,@thexavier666,UCMTzgkMX-rH_N_MyKfy8XgQ,1,1616017062.620824
UgxEANjuIL97_JWdYEF4AaABAg,Hey I want to thank you I love learning and your videos have been great!!! Keep it up!,4 years ago,@complex_variation,UC-AJ7nh9-cAAReg2QIxxB7w,2,1616017062.622211
UgwBQymwY9j1cls-5D14AaABAg,Merci.,4 years ago,@bvignola2907,UCz9NvEpSp-5qTIgPPBocGGA,2,1616017062.623586
UgxZwOpXurMwPVDIp694AaABAg,This is a really useful and insightful overview!,4 years ago,@scottsavoury8347,UCaRkglEvM_z_7aee03ncwMw,2,1616017062.624954
Ugxt9kzAIJ2UZhWBVxZ4AaABAg.9JcZWBG6prv9Jcq3gGgTz_,Thanks! Glad it was of use.,4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1616017062.808574
UgzA-dVNkR_4jn_c0ux4AaABAg.9IN1GQQJ8Oq9INCd1F1Hcb,"Cheers. Yeah, vendors have a habit of omitting any information that doesn't encourage you to crack open your wallet!",4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,4,1616017063.018288
UgzA-dVNkR_4jn_c0ux4AaABAg.9IN1GQQJ8Oq9JkGqO3TGpC,Which is why I don't trust salesmen.,4 years ago,@thexavier666,UCMTzgkMX-rH_N_MyKfy8XgQ,1,1616017063.023031
UgymRZvgSBNDLNv5FHp4AaABAg.9HrC_KNRBqq9HrELjdMhpe,Thanks! Glad it was useful.,4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1616017063.225704
UgxEANjuIL97_JWdYEF4AaABAg.9HcRLkQqP5_9HcWnZeIIkr,Thanks!,4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1616017063.422959
UgwBQymwY9j1cls-5D14AaABAg.9GxJhb8NXPP9Gy1XWvphAa,De rien 🙂,4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1616017063.60253
UgxZwOpXurMwPVDIp694AaABAg.9GmIri11gVD9GmMLvrs6Q2,Thanks Scott! 🙂,4 years ago,@ProTechShow,UC6n-Dwza0jWP01t29k3sQJA,0,1616017063.79274
